"gene_id","ensembl_id_clean","entrez_id","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significance","direction"
"ENSG00000251518.1","ENSG00000251518",NA,NA,8.20225940816406,5.26660246158544,1.83534637227761,2.86954143432323,0.0041106747114063,0.00868414061548748,"Significant","Upregulated"
"ENSG00000151005.4","ENSG00000151005","84076","TKTL2",143.80141649731,1.56479844510941,0.545406123866762,2.86905184345103,0.00411704310469169,0.00869656592434816,"Significant","Upregulated"
"ENSG00000267166.5","ENSG00000267166",NA,NA,156.068375273483,1.37106055856679,0.477889250498506,2.86899225529048,0.00411781881339961,0.008697861652519,"Significant","Upregulated"
"ENSG00000108878.4","ENSG00000108878","786","CACNG1",375.246508712326,-1.24470095053697,0.433850950402226,-2.86895983374705,0.00411824092733939,0.00869841042754,"Significant","Downregulated"
"ENSG00000217825.2","ENSG00000217825",NA,NA,11.2680307182408,4.19663010430217,1.46281354999112,2.86887560231285,0.00411933776632397,0.00870038423476133,"Significant","Upregulated"
"ENSG00000253558.1","ENSG00000253558","100422441","LOC100422441",376.23635080726,1.01598299058669,0.354182348064365,2.86853084615627,0.00412382985134263,0.00870918542690551,"Significant","Upregulated"
"ENSG00000251168.1","ENSG00000251168",NA,NA,61.4078734925327,-1.55930817420446,0.54359925688513,-2.86848842130402,0.00412438294342182,0.00871001027323412,"Significant","Downregulated"
"ENSG00000267758.1","ENSG00000267758",NA,NA,95.518461306069,1.2741797610658,0.444213584940646,2.86839440364268,0.00412560888996355,0.00871191266917241,"Significant","Upregulated"
"ENSG00000266227.1","ENSG00000266227",NA,NA,6.70199588135873,4.97569352270143,1.73473458407128,2.8682736646801,0.0041271837548263,0.0087148948695292,"Significant","Upregulated"
"ENSG00000242440.1","ENSG00000242440",NA,NA,46.1177343593897,3.93469166171832,1.37220007500392,2.86743291550037,0.00413816524329131,0.00873623245180203,"Significant","Upregulated"
"ENSG00000277653.1","ENSG00000277653",NA,NA,60.7921026169693,1.6136270130786,0.562786703972725,2.8672088407348,0.0041410964785508,0.0087418616803283,"Significant","Upregulated"
"ENSG00000225711.1","ENSG00000225711",NA,NA,94.2730158655713,2.12253009821446,0.74040053299689,2.86673226668703,0.00414733704994697,0.00875409562896488,"Significant","Upregulated"
"ENSG00000236208.1","ENSG00000236208",NA,NA,151.28160658586,2.13205279176054,0.743936720912154,2.8659061071033,0.00415817554298259,0.00877515037210172,"Significant","Upregulated"
"ENSG00000204887.4","ENSG00000204887","728255","KRTAP1-4",6.28635757135047,4.88425157328662,1.7045733132425,2.86538075854046,0.00416508101787568,0.0087883389861803,"Significant","Upregulated"
"ENSG00000207563.1","ENSG00000207563","407011","MIR23B",107.275906409806,-1.15215015678877,0.402135396903439,-2.86508018359156,0.00416903662060016,0.00879564642828139,"Significant","Downregulated"
"ENSG00000235984.5","ENSG00000235984","100873969","GPC5-AS1",274.180417657595,-2.08551242543741,0.728016367762272,-2.86465046362586,0.00417469770687745,0.00880689653231682,"Significant","Downregulated"
"ENSG00000206808.1","ENSG00000206808",NA,NA,4.37377694688855,4.35986649512853,1.52198595493752,2.86459049177461,0.00417548832414616,0.00880787098589471,"Significant","Upregulated"
"ENSG00000228067.1","ENSG00000228067",NA,NA,193.62554058062,1.61812631091809,0.564931658536267,2.86428683269519,0.00417949358965641,0.00881527885618742,"Significant","Upregulated"
"ENSG00000260392.5","ENSG00000260392",NA,NA,66.5993191241174,1.825621102466,0.637501336497346,2.86371337273831,0.00418706703854801,0.0088305575038316,"Significant","Upregulated"
"ENSG00000233848.1","ENSG00000233848",NA,NA,26.0384314558255,2.81774048161483,0.984136509783666,2.86316019536175,0.00419438441850399,0.00884494983884891,"Significant","Upregulated"
